resource,properResName,scientificName
410206001,"     Eiders, spring",  
410206002,"     Eiders, summer",  
410206003,"     Eiders, fall",  
410206004,"     Eiders, winter",  
410206009,"     Eiders, season unknown",  
410206020,     Common eider,Somateria mollissima 
410206021,"Common eider, spring",Somateria mollissima 
410206022,"Common eider, summer",Somateria mollissima 
410206023,"Common eider, fall",Somateria mollissima 
410206024,"Common eider, winter",Somateria mollissima 
410206029,"Common eider, unknown season",Somateria mollissima 
410206040,     King eider,Somateria spectabilis 
410206041,"King eider, spring",Somateria spectabilis 
410206042,"King eider, summer",Somateria spectabilis 
410206043,"King eider, fall",Somateria spectabilis 
410206044,"King eider, winter",Somateria spectabilis 
410206049,"King eider, unknown season",Somateria spectabilis 
410206060,     Spectacled eider,Somateria fischeri 
410206061,"Spectacled eider, spring",Somateria fischeri 
410206062,"Spectacled eider, summer",Somateria fischeri 
410206063,"Spectacled eider, fall",Somateria fischeri 
410206064,"Spectacled eider, winter",Somateria fischeri 
410206069,"Spectacled eider, season unknown",Somateria fischeri 
410206080,     Steller's eider,Polysticta stelleri 
410206081,"Steller's eider, spring",Polysticta stelleri 
410206082,"Steller's eider, summer",Polysticta stelleri 
410206083,"Steller's eider, fall",Polysticta stelleri 
410206084,"Steller's eider, winter",Polysticta stelleri 
410206089,"Steller's eider, unknown season",Polysticta stelleri 
410206990,     Unspecified eiders,  
410206991,"Unspecified eiders, spring",  
410206992,"Unspecified eiders, summer",  
410206993,"Unspecified eiders, fall",  
410206994,"Unspecified eiders, winter",  
410206999,"Unspecified eiders, unknown season",  
410208000,    Gadwall,Mareca strepera 
410208001,"     Gadwall, spring",Mareca strepera 
410208002,"     Gadwall, summer",Mareca strepera 
410208003,"     Gadwall, fall",Mareca strepera 
410208004,"     Gadwall, winter",Mareca strepera 
410208009,"     Gadwall, unknown season",Mareca strepera 
410210000,    Goldeneyes,Bucephala spp. 
410210001,"     Goldeneyes, spring",Bucephala spp. 
410210002,"     Goldeneyes, summer",Bucephala spp. 
410210003,"     Goldeneyes, fall",Bucephala spp. 
410210004,"     Goldeneyes, winter",Bucephala spp. 
410210009,"     Goldeneyes, unknown season",Bucephala spp. 
410210020,     Barrow's goldeneye,Bucephala islandica 
410210021,"Barrow's goldeneye, spring",Bucephala islandica 
410210022,"Barrow's goldeneye, summer",Bucephala islandica 
410210023,"Barrow's goldeneye, fall",Bucephala islandica 
410210024,"Barrow's goldeneye, winter",Bucephala islandica 
410210029,"Barrow's goldeneye, unknown season",Bucephala islandica 
410210040,     Common goldeneye,Bucephala clangula 
410210041,"Common goldeneye, spring",Bucephala clangula 
410210042,"Common goldeneye, summer",Bucephala clangula 
410210043,"Common goldeneye, fall",Bucephala clangula 
410210044,"Common goldeneye, winter",Bucephala clangula 
410210049,"Common goldeneye, unknown season",Bucephala clangula 
410210990,     Unspecified goldeneyes,Bucephala spp. 
410210991,"Unspecified goldeneyes, spring",Bucephala spp. 
410210992,"Unspecified goldeneyes, summer",Bucephala spp. 
410210993,"Unspecified goldeneyes, fall",Bucephala spp. 
410210994,"Unspecified goldeneyes, winter",Bucephala spp. 
410210999,"Unspecified goldeneyes, unknown season",Bucephala spp. 
410212000,    Harlequin duck,Histrionicus histrionticus 
410212001,"     Harlequin duck, spring",Histrionicus histrionticus 
410212002,"     Harlequin duck, summer",Histrionicus histrionticus 
410212003,"     Harlequin  duck, fall",Histrionicus histrionticus 
410212004,"     Harlequin duck, winter",Histrionicus histrionticus 
410212009,"     Harlequin duck, unknown season",Histrionicus histrionticus 
410214000,    Mallard,Anas platyrhynchos 
410214001,"     Mallard, spring",Anas platyrhynchos 
410214002,"     Mallard, summer",Anas platyrhynchos 
410214003,"     Mallard, fall",Anas platyrhynchos 
410214004,"     Mallard, winter",Anas platyrhynchos 
410214009,"     Mallard, unknown season",Anas platyrhynchos 
410216000,    Mergansers,Mergus spp. 
410216001,"     Mergansers, spring",Mergus spp. 
410216002,"     Mergansers, summer",Mergus spp. 
410216003,"     Mergansers, fall",Mergus spp. 
410216004,"     Mergansers, winter",Mergus spp. 
410216009,"     Mergansers, unknown season",Mergus spp. 
410216020,     Common merganser,Mergus merganser 
410216021,"Common merganser, spring",Mergus merganser 
410216022,"Common merganser, summer",Mergus merganser 
410216023,"Common merganser, fall",Mergus merganser 
410216024,"Common merganser, winter",Mergus merganser 
410216029,"Common merganser, unknown season",Mergus merganser 
410216040,     Red-breasted merganser,Mergus serrator 
410216041,"Red-breasted merganser, spring",Mergus serrator 
410216042,"Red-breasted merganser, summer",Mergus serrator 
410216043,"Red-breasted merganser, fall",Mergus serrator 
410216044,"Red-breasted merganser, winter",Mergus serrator 
410216049,"Red-breasted merganser, unknown season",Mergus serrator 
410216990,     Unspecified mergansers,Mergus spp. 
410216991,"Unspecified mergansers, spring",Mergus spp. 
410216992,"Unspecified mergansers, summer",Mergus spp. 
410216993,"Unspecified mergansers, fall",Mergus spp. 
410216994,"Unspecified mergansers, winter",Mergus spp. 
410216999,"Unspecified mergansers, unknown season",Mergus spp. 
410218000,    Long-tailed duck,Clangula hyemalis 
410218001,"     Long-tailed duck, spring",Clangula hyemalis 
410218002,"     Long-tailed duck, summer",Clangula hyemalis 
410218003,"     Long-tailed duck, fall",Clangula hyemalis 
410218004,"     Long-tailed duck, winter",Clangula hyemalis 
410218009,"     Long-tailed duck, unknown season",Clangula hyemalis 
410220000,    Northern pintail,Anas acuta 
410220001,"     Northern pintail, spring",Anas acuta 
410220002,"     Northern pintail, summer",Anas acuta 
410220003,"     Northern pintail, fall",Anas acuta 
410220004,"     Northern pintail, winter",Anas acuta 
410220009,"     Northern pintail, unknown season",Anas acuta 
410222000,    Redhead,Aythya americana 
410222001,"     Redhead, spring",Aythya americana 
410222002,"     Redhead, summer",Aythya americana 
410222003,"     Redhead, fall",Aythya americana 
410222004,"     Redhead, winter",Aythya americana 
410222009,"     Redhead, unknown season",Aythya americana 
410224000,    Ring-necked duck,Aythya collaris 
410224001,"     Ring-necked duck, spring",Aythya collaris 
410224002,"     Ring-necked duck, summer",Aythya collaris 
410224003,"     Ring-necked duck, fall",Aythya collaris 
410224004,"     Ring-necked duck, winter",Aythya collaris 
410224009,"     Ring-necked duck, unknown season",Aythya collaris 
410226000,    Scaups,Aythya spp. 
410226001,"     Scaups, spring",Aythya spp. 
410226002,"     Scaups, summer",Aythya spp. 
410226003,"     Scaups, fall",Aythya spp. 
410226004,"     Scaups, winter",Aythya spp. 
410226009,"     Scaups, unknown season",Aythya spp. 
410226020,     Greater scaup,Aythya marila 
410226021,"Greater scaup, spring",Aythya marila 
410226022,"Greater scaup, summer",Aythya marila 
410226023,"Greater scaup, fall",Aythya marila 
410226024,"Greater scaup, winter",Aythya marila 
410226029,"Greater scaup, unknown season",Aythya marila 
410226040,     Lesser scaup,Aythya affinis 
410226041,"Lesser scaup, spring",Aythya affinis 
410226042,"Lesser scaup, summer",Aythya affinis 
410226043,"Lesser scaup, fall",Aythya affinis 
410226044,"Lesser scaup, winter",Aythya affinis 
410226049,"Lesser scaup, unknown season",Aythya affinis 
410226990,     Unspecified scaups,Aythya spp. 
410226991,"Unspecified scaups, spring",Aythya spp. 
410226992,"Unspecified scaups, summer",Aythya spp. 
410226993,"Unspecified scaups, fall",Aythya spp. 
410226994,"Unspecified scaups, winter",Aythya spp. 
410226999,"Unspecified scaups, season unknown",Aythya spp. 
410228000,    Scoters,Melanitta spp. 
410228001,"     Scoters, spring",Melanitta spp. 
410228002,"     Scoters, summer",Melanitta spp. 
410228003,"     Scoters, fall",Melanitta spp. 
410228004,"     Scoters, winter",Melanitta spp. 
410228009,"     Scoters, unknown season",Melanitta spp. 
410228020,     Black scoter,Melanitta nigra 
410228021,"Black scoter, spring",Melanitta nigra 
410228022,"Black scoter, summer",Melanitta nigra 
410228023,"Black scoter, fall",Melanitta nigra 
410228024,"Black scoter, winter",Melanitta nigra 
410228029,"Black scoter, unknown season",Melanitta nigra 
410228040,     Surf scoter,Melanitta perspicillata 
410228041,"Surf scoter, spring",Melanitta perspicillata 
410228042,"Surf scoter, summer",Melanitta perspicillata 
410228043,"Surf scoter, fall",Melanitta perspicillata 
410228044,"Surf scoter, winter",Melanitta perspicillata 
410228049,"Surf scoter, unknown season",Melanitta perspicillata 
410228060,     White-winged scoter,Melanitta deglandi 
410228061,"White-winged scoter, spring",Melanitta deglandi 
410228062,"White-winged scoter, summer",Melanitta deglandi 
410228063,"White-winged scoter, fall",Melanitta deglandi 
410228064,"White-winged scoter, winter",Melanitta deglandi 
410228069,"White-winged scoter, unknown season",Melanitta deglandi 
410228990,     Unspecified scoters,Melanitta spp. 
410228991,"Unspecified scoters, spring",Melanitta spp. 
410228992,"Unspecified scoters, summer",Melanitta spp. 
410228993,"Unspecified scoters, fall",Melanitta spp. 
410228994,"Unspecified scoters, winter",Melanitta spp. 
410228999,"Unspecified scoters, unknown season",Melanitta spp. 
410230000,    Northern shoveler,Spatula clypeata 
410230001,"     Northern shoveler, spring",Spatula clypeata 
410230002,"     Northern shoveler, summer",Spatula clypeata 
410230003,"     Northern shoveler, fall",Spatula clypeata 
410230004,"     Northern shoveler, winter",Spatula clypeata 
410230009,"     Northern shoveler, unknown season",Spatula clypeata 
410232000,    Teals,Anas spp. 
410232001,"     Teals, spring",Anas spp. 
410232002,"     Teals, summer",Anas spp. 
410232003,"     Teals, fall",Anas spp. 
410232004,"     Teals, winter",Anas spp. 
410232009,"     Teals, unknown season",Anas spp. 
410232020,     Baikal teal,Anas formosa 
410232021,"Baikal teal, spring",Anas formosa 
410232022,"Baikal teal, summer",Anas formosa 
410232023,"Baikal teal, fall",Anas formosa 
410232024,"Baikal teal, winter",Anas formosa 
410232029,"Baikal teal, unknown season",Anas formosa 
410232040,     Eurasian teal,Anas crecca 
410232041,"Eurasian teal, spring",Anas crecca 
410232042,"Eurasian teal, summer",Anas crecca 
410232043,"Eurasian teal, fall",Anas crecca 
410232044,"Eurasian teal, winter",Anas crecca 
410232049,"Eurasian teal, unknown season",Anas crecca 
410232060,     Green-winged teal,Anas carolinensis 
410232061,"Green-winged teal, spring",Anas carolinensis 
410232062,"Green-winged teal, summer",Anas carolinensis 
410232063,"Green-winged teal, fall",Anas carolinensis 
410232064,"Green-winged teal, winter",Anas carolinensis 
410232069,"Green-winged teal, unknown season",Anas carolinensis 
410232990,     Unspecified teals,Anas spp. 
410232991,"Unspecified teals, spring",Anas spp. 
410232992,"Unspecified teals, summer",Anas spp. 
410232993,"Unspecified teals, fall",Anas spp. 
410232994,"Unspecified teals, winter",Anas spp. 
410232999,"Unspecified teals, unknown season",Anas spp. 
410234000,    Tufted duck,Aythya fuligula 
410234001,"     Tufted duck, spring",Aythya fuligula 
410234002,"     Tufted duck, summer",Aythya fuligula 
410234003,"     Tufted duck, fall",Aythya fuligula 
410234004,"     Tufted duck, winter",Aythya fuligula 
410234009,"     Tufted duck, unknown season",Aythya fuligula 
410236000,    Wigeons,Mareca spp. 
410236001,"     Wigeons, spring",Mareca spp. 
410236002,"     Wigeons, summer",Mareca spp. 
410236003,"     Wigeons, fall",Mareca spp. 
410236004,"     Wigeons, winter",Mareca spp. 
410236009,"     Wigeons, unknown season",Mareca spp. 
410236020,     American wigeon,Mareca americana 
410236021,"American wigeon, spring",Mareca americana 
410236022,"American wigeon, summer",Mareca americana 
410236023,"American wigeon, fall",Mareca americana 
410236024,"American wigeon, winter",Mareca americana 
410236029,"American wigeon, unknown season",Mareca americana 
410236040,     Eurasian wigeon,Mareca penelope 
410236041,"Eurasian wigeon, spring",Mareca penelope 
410236042,"Eurasian wigeon, summer",Mareca penelope 
410236043,"Eurasian wigeon, fall",Mareca penelope 
410236044,"Eurasian wigeon, winter",Mareca penelope 
410236049,"Eurasian wigeon, unknown season",Mareca penelope 
410236990,     Unspecified wigeons,Mareca spp. 
410236991,"Unspecified wigeons, spring",Mareca spp. 
410236992,"Unspecified wigeons, summer",Mareca spp. 
410236993,"Unspecified wigeons, fall",Mareca spp. 
410236994,"Unspecified wigeons, winter",Mareca spp. 
410236999,"Unspecified wigeons, unknown season",Mareca spp. 
410238000,    Sea ducks,  
410238001,"     Sea ducks, spring",  
410238002,"     Sea ducks, summer",  
410238003,"     Sea ducks, fall",  
410238004,"     Sea ducks, winter",  
410238009,"     Sea ducks, unknown season",  
410299000,    Unspecified ducks,  
410299001,"     Unspecified ducks, spring",  
410299002,"     Unspecified ducks, summer",  
410299003,"     Unspecified ducks, fall",  
410299004,"     Unspecified ducks, winter",  
410299009,"     Unspecified ducks, unknown season",  
410400000,   Geese,  
410400001,"    Geese, spring",  
410400002,"    Geese, summer",  
410400003,"    Geese, fall",  
410400004,"    Geese, winter",  
410400009,"    Geese, season unknown",  
410402000,    Brant,Branta bernicla 
410402001,"     Brant, spring",Branta bernicla 
410402002,"     Brant, summer",Branta bernicla 
410402003,"     Brant, fall",Branta bernicla 
410402004,"     Brant, winter",Branta bernicla 
410402009,"     Brant, unknown season",Branta bernicla 
410404000,    Canada/cackling geese,Branta spp. 
410404001,"     Canada/cackling geese, spring",Branta spp. 
410404002,"     Canada/cackling geese, summer",Branta spp. 
410404003,"     Canada/cackling geese, fall",Branta spp. 
410404004,"     Canada/cackling geese, winter",Branta spp. 
410404009,"     Canada/cackling geese, unknown season",Branta spp. 
410404020,     Aleutian cackling goose,Branta hutchinsii leucopareia
410404021,"Aleutian cackling goose, spring",Branta hutchinsii leucopareia
410404022,"Aleutian cackling goose, summer",Branta hutchinsii leucopareia
410404023,"Aleutian cackling goose, fall",Branta hutchinsii leucopareia
410404024,"Aleutian cackling goose, winter",Branta hutchinsii leucopareia
410404029,"Aleutian cackling goose, unknown season",Branta hutchinsii leucopareia
410404040,     Cackling goose,Branta hutchinsii minima
410404041,"Cackling goose, spring",Branta hutchinsii minima
410404042,"Cackling goose, summer",Branta hutchinsii minima
410404043,"Cackling goose, fall",Branta hutchinsii minima
410404044,"Cackling goose, winter",Branta hutchinsii minima
410404049,"Cackling goose, unknown season",Branta hutchinsii minima
410404060,     Dusky Canada goose,Branta canadensis occidentalis
410404061,"Dusky Canada goose, spring",Branta canadensis occidentalis
410404062,"Dusky Canada goose, summer",Branta canadensis occidentalis
410404063,"Dusky Canada goose, fall",Branta canadensis occidentalis
410404064,"Dusky Canada goose, winter",Branta canadensis occidentalis
410404069,"Dusky Canada goose, unknown season",Branta canadensis occidentalis
410404080,     Canada goose,Branta canadensis parvipes
410404081,"Canada goose, spring",Branta canadensis parvipes
410404082,"Canada goose, summer",Branta canadensis parvipes
410404083,"Canada goose, fall",Branta canadensis parvipes
410404084,"Canada goose, winter",Branta canadensis parvipes
410404089,"Canada goose, unknown season",Branta canadensis parvipes
410404100,     Vancouver Canada goose,Branta canadensis fulva
410404101,"Vancouver Canada goose, spring",Branta canadensis fulva
410404102,"Vancouver Canada goose, summer",Branta canadensis fulva
410404103,"Vancouver Canada goose, fall",Branta canadensis fulva
410404104,"Vancouver Canada goose, winter",Branta canadensis fulva
410404109,"Vancouver Canada goose, unknown season",Branta canadensis fulva
410404990,     Unspecified Canada/cackling geese,Branta spp. 
410404991,"Unspecified Canada/cackling geese, spring",Branta spp. 
410404992,"Unspecified Canada/cackling geese, summer",Branta spp. 
410404993,"Unspecified Canada/cackling geese, fall",Branta spp. 
410404994,"Unspecified Canada/cackling geese, winter",Branta spp. 
410404999,"Unspecified Canada/cackling geese, unknown season",Branta spp. 
410406000,    Emperor goose,Anser canagicus 
410406001,"     Emperor goose, spring",Anser canagicus 
410406002,"     Emperor goose, summer",Anser canagicus 
410406003,"     Emperor goose, fall",Anser canagicus 
410406004,"     Emperor goose, winter",Anser canagicus 
410406009,"     Emperor goose, unknown season",Anser canagicus 
410408000,    Snow goose,Anser caerulescens 
410408001,"     Snow goose, spring",Anser caerulescens 
410408002,"     Snow goose, summer",Anser caerulescens 
410408003,"     Snow goose, fall",Anser caerulescens 
410408004,"     Snow goose, winter",Anser caerulescens 
410408009,"     Snow goose, unknown season",Anser caerulescens 
410410000,    Greater white-fronted goose,Anser albifrons 
410410001,"     Greater white-fronted goose, spring",Anser albifrons 
410410002,"     Greater white-fronted goose, summer",Anser albifrons 
410410003,"     Greater white-fronted goose, fall",Anser albifrons 
410410004,"     Greater white-fronted goose, winter",Anser albifrons 
410410009,"     Greater white-fronted goose, unknown season",Anser albifrons 
410499000,    Unspecified geese,  
410499001,"     Unspecified geese, spring",  
410499002,"     Unspecified geese, summer",  
410499003,"     Unspecified geese, fall",  
410499004,"     Unspecified geese, winter",  
410499009,"     Unspecified geese, unknown season",  
410600000,   Swans,Cygnus spp. 
410600001,"    Swans, spring",Cygnus spp. 
410600002,"    Swans, summer",Cygnus spp. 
410600003,"    Swans, fall",Cygnus spp. 
410600004,"    Swans, winter",Cygnus spp. 
410600009,"    Swans, unknown season",Cygnus spp. 
410602000,    Trumpeter swan,Cygnus buccinator 
410602001,"     Trumpeter swan, spring",Cygnus buccinator 
410602002,"     Trumpeter swan, summer",Cygnus buccinator 
410602003,"     Trumpeter swan, fall",Cygnus buccinator 
410602004,"     Trumpeter swan, winter",Cygnus buccinator 
410602009,"     Trumpeter swan, unknown season",Cygnus buccinator 
410604000,    Tundra (whistling) swan,Cygnus columbianus 
410604001,"     Tundra (whistling) swan, spring",Cygnus columbianus 
410604002,"     Tundra (whistling) swan, summer",Cygnus columbianus 
410604003,"     Tundra (whistling) swan, fall",Cygnus columbianus 
410604004,"     Tundra (whistling) swan, winter",Cygnus columbianus 
410604009,"     Tundra (whistling) swan, unknown season",Cygnus columbianus 
410606000,    Whooper swan,Cygnus cygnus 
410606001,"     Whooper swan, spring",Cygnus cygnus 
410606002,"     Whooper swan, summer",Cygnus cygnus 
410606003,"     Whooper swan, fall",Cygnus cygnus 
410606004,"     Whooper swan, winter",Cygnus cygnus 
410606009,"     Whooper swan, unknown season",Cygnus cygnus 
410699000,    Unspecified swans,Cygnus spp. 
410699001,"     Unspecified swans, spring",Cygnus spp. 
410699002,"     Unspecified swans, summer",Cygnus spp. 
410699003,"     Unspecified swans, fall",Cygnus spp. 
410699004,"     Unspecified swans, winter",Cygnus spp. 
410699009,"     Unspecified swans, unknown season",Cygnus spp. 
410800000,   Cranes,Grus spp. 
410800001,"    Cranes, spring",Grus spp. 
410800002,"    Cranes, summer",Grus spp. 
410800003,"    Cranes, fall",Grus spp. 
410800004,"    Cranes, winter",Grus spp. 
410800009,"    Cranes, unknown season",Grus spp. 
410802000,    Sandhill crane,Grus canadensis 
410802001,"     Sandhill crane, spring",Grus canadensis 
410802002,"     Sandhill crane, summer",Grus canadensis 
410802003,"     Sandhill crane, fall",Grus canadensis 
410802004,"     Sandhill crane, winter",Grus canadensis 
410802009,"     Sandhill crane, unknown season",Grus canadensis 
410899000,    Unspecified cranes,Grus spp. 
410899001,"     Unspecified cranes, spring",Grus spp. 
410899002,"     Unspecified cranes, summer",Grus spp. 
410899003,"     Unspecified cranes, fall",Grus spp. 
410899004,"     Unspecified cranes, winter",Grus spp. 
410899009,"     Unspecified cranes, unknown season",Grus spp. 
411000000,   Shorebirds,  
411000001,"    Shorebirds, spring",  
411000002,"    Shorebirds, summer",  
411000003,"    Shorebirds, fall",  
411000004,"    Shorebirds, winter",  
411000009,"    Shorebirds, unknown season",  
411002000,    Wilson's snipe,Gallinago delicata 
411002001,"     Wilson's snipe, spring",Gallinago delicata 
411002002,"     Wilson's snipe, summer",Gallinago delicata 
411002003,"     Wilson's snipe, fall",Gallinago delicata 
411002004,"     Wilson's snipe, winter",Gallinago delicata 
411002009,"     Wilson's snipe, unknown season",Gallinago delicata 
411004000,    Black oystercatcher,Haematopus bachmani 
411004001,"     Black oystercatcher, spring",Haematopus bachmani 
411004002,"     Black oystercatcher, summer",Haematopus bachmani 
411004003,"     Black oystercatcher, fall",Haematopus bachmani 
411004004,"     Black oystercatcher, winter",Haematopus bachmani 
411004009,"     Black oystercatcher, unknown season",Haematopus bachmani 
411006000,    Plovers,  
411006001,"     Plovers, spring",  
411006002,"     Plovers, summer",  
411006003,"     Plovers, fall",  
411006004,"     Plovers, winter",  
411006009,"     Plovers, unknown season",  
411006020,     Golden/black-bellied plovers,Pluvialis spp. 
411006021,"Golden/black-bellied plovers, spring",Pluvialis spp. 
411006022,"Golden/black-bellied plovers, summer",Pluvialis spp. 
411006023,"Golden/black-bellied plovers, fall",Pluvialis spp. 
411006024,"Golden/black-bellied plovers, winter",Pluvialis spp. 
411006029,"Golden/black-bellied plovers, unknown season",Pluvialis spp. 
411006040,     Semipalmated plover,Charadrius semipalmatus 
411006041,"Semipalmated plover, spring",Charadrius semipalmatus 
411006042,"Semipalmated plover, summer",Charadrius semipalmatus 
411006043,"Semipalmated plover, fall",Charadrius semipalmatus 
411006044,"Semipalmated plover, winter",Charadrius semipalmatus 
411006049,"Semipalmated plover, unknown season",Charadrius semipalmatus 
411006990,     Unspecified plovers,  
411006991,"Unspecified plovers, spring",  
411006992,"Unspecified plovers, summer",  
411006993,"Unspecified plovers, fall",  
411006994,"Unspecified plovers, winter",  
411006999,"Unspecified plovers, unknown season",  
411008000,    Sandpipers,Calidris spp. 
411008001,"     Sandpipers, spring",Calidris spp. 
411008002,"     Sandpipers, summer",Calidris spp. 
411008003,"     Sandpipers, fall",Calidris spp. 
411008004,"     Sandpipers, winter",Calidris spp. 
411008009,"     Sandpipers, unknown season",Calidris spp. 
411008020,     Least sandpiper,Calidris minutilla 
411008021,"Least sandpiper, spring",Calidris minutilla 
411008022,"Least sandpiper, summer",Calidris minutilla 
411008023,"Least sandpiper, fall",Calidris minutilla 
411008024,"Least sandpiper, winter",Calidris minutilla 
411008029,"Least sandpiper, unknown season",Calidris minutilla 
411008040,     Rock sandpiper,Calidris ptilocnemis 
411008041,"Rock sandpiper, spring",Calidris ptilocnemis 
411008042,"Rock sandpiper, summer",Calidris ptilocnemis 
411008043,"Rock sandpiper, fall",Calidris ptilocnemis 
411008044,"Rock sandpiper, winter",Calidris ptilocnemis 
411008049,"Rock sandpiper, season unknown",Calidris ptilocnemis 
411008990,     Unspecified sandpipers,Calidris spp. 
411008991,"Unspecified sandpipers, spring",Calidris spp. 
411008992,"Unspecified sandpipers, summer",Calidris spp. 
411008993,"Unspecified sandpipers, fall",Calidris spp. 
411008994,"Unspecified sandpipers, winter",Calidris spp. 
411008999,"Unspecified sandpipers, unknown season",Calidris spp. 
411009000,    Whimbrel/curlew,Numenius spp. 
411009001,"     Whimbrel/curlew, spring",Numenius spp. 
411009002,"     Whimbrel/curlew, summer",Numenius spp. 
411009003,"     Whimbrel/curlew, fall",Numenius spp. 
411009004,"     Whimbrel/curlew, winter",Numenius spp. 
411009020,     Bristle-thighed curlew,Numenius tahitiensis 
411009021,"Bristle-thighed curlew, spring",Numenius tahitiensis 
411009022,"Bristle-thighed curlew, summer",Numenius tahitiensis 
411009023,"Bristle-thighed curlew, fall",Numenius tahitiensis 
411009024,"Bristle-thighed curlew, winter",Numenius tahitiensis 
411009040,     Whimbrel,Numenius phaeopus 
411009041,"Whimbrel, spring",Numenius phaeopus 
411009042,"Whimbrel, summer",Numenius phaeopus 
411009043,"Whimbrel, fall",Numenius phaeopus 
411009044,"Whimbrel, winter",Numenius phaeopus 
411009049,"Whimbrel, unknown season",Numenius phaeopus 
411010000,    Turnstones,Arenaria spp. 
411010001,"     Turnstones, spring",Arenaria spp. 
411010002,"     Turnstones, summer",Arenaria spp. 
411010003,"     Turnstones, fall",Arenaria spp. 
411010004,"     Turnstones, winter",Arenaria spp. 
411010009,"     Turnstones, unknown season",Arenaria spp. 
411010020,     Black turnstone,Arenaria melanocephala 
411010021,"Black turnstone, spring",Arenaria melanocephala 
411010022,"Black turnstone, summer",Arenaria melanocephala 
411010023,"Black turnstone, fall",Arenaria melanocephala 
411010024,"Black turnstone, winter",Arenaria melanocephala 
411010029,"Black turnstone, unknown season",Arenaria melanocephala 
411010040,     Ruddy turnstone,Arenaria interpres 
411010041,"Ruddy turnstone, spring",Arenaria interpres 
411010042,"Ruddy turnstone, summer",Arenaria interpres 
411010043,"Ruddy turnstone, fall",Arenaria interpres 
411010044,"Ruddy turnstone, winter",Arenaria interpres 
411010049,"Ruddy turnstone, unknown season",Arenaria interpres 
411010990,     Unspecified turnstones,Arenaria spp. 
411010991,"Unspecified turnstones, spring",Arenaria spp. 
411010992,"Unspecified turnstones, summer",Arenaria spp. 
411010993,"Unspecified turnstones, fall",Arenaria spp. 
411010994,"Unspecified turnstones, winter",Arenaria spp. 
411010999,"Unspecified turnstones, unknown season",Arenaria spp. 
411011000,    Unspecified godwits,Limosa spp. 
411011001,"     Unspecified godwits, spring",Limosa spp. 
411011002,"     Unspecified godwits, summer",Limosa spp. 
411011003,"     Unspecified godwits, fall",Limosa spp. 
411011004,"     Unspecified godwits, winter",Limosa spp. 
411099000,    Unspecified shorebirds,  
411099001,"     Unspecified shorebirds, spring",  
411099002,"     Unspecified shorebirds, summer",  
411099003,"     Unspecified shorebirds, fall",  
411099004,"     Unspecified shorebirds, winter",  
411099009,"     Unspecified shorebirds, unknown season",  
411099010,     Unspecified small shorebirds,  
411099011,"Unspecified small shorebirds, spring",  
411099012,"Unspecified small shorebirds, summer",  
411099013,"Unspecified small shorebirds, fall",  
411099014,"Unspecified small shorebirds, winter",  
411099020,     Unspecified large shorebirds,  
411099021,"Unspecified large shorebirds, spring",  
411099022,"Unspecified large shorebirds, summer",  
411099023,"Unspecified large shorebirds, fall",  
411099024,"Unspecified large shorebirds, winter",  
411200000,"   Seabirds, loons, and grebes",  
411200001,"    Seabirds, loons, and grebes, spring",  
411200002,"    Seabirds, loons, and grebes, summer",  
411200003,"    Seabirds, loons, and grebes, fall",  
411200004,"    Seabirds, loons, and grebes, winter",  
411200009,"    Seabirds, loons, and grebes, unknowns season",  
411202000,    Auklets,  
411202001,"     Auklets, spring",  
411202002,"     Auklets, summer",  
411202003,"     Auklets, fall",  
411202004,"     Auklets, winter",  
411202009,"     Auklets, unknown season",  
411202020,     Cassin's auklet,Ptychoramphus aleuticus 
411202021,"Cassin's auklet, spring",Ptychoramphus aleuticus 
411202022,"Cassin's auklet, summer",Ptychoramphus aleuticus 
411202023,"Cassin's auklet, fall",Ptychoramphus aleuticus 
411202024,"Cassin's auklet, winter",Ptychoramphus aleuticus 
411202029,"Cassin's auklet, unknown season",Ptychoramphus aleuticus 
411202040,     Crested auklet,Aethia cristatella 
411202041,"Crested auklet, spring",Aethia cristatella 
411202042,"Crested auklet, summer",Aethia cristatella 
411202043,"Crested auklet, fall",Aethia cristatella 
411202044,"Crested auklet, winter",Aethia cristatella 
411202049,"Crested auklet, unknown season",Aethia cristatella 
411202060,     Least auklet,Aethia pusilla 
411202061,"Least auklet, spring",Aethia pusilla 
411202062,"Least auklet, summer",Aethia pusilla 
411202063,"Least auklet, fall",Aethia pusilla 
411202064,"Least auklet, winter",Aethia pusilla 
411202069,"Least auklet, unknown season",Aethia pusilla 
411202080,     Parakeet auklet,Aethia psittacula 
411202081,"Parakeet auklet, spring",Aethia psittacula 
411202082,"Parakeet auklet, summer",Aethia psittacula 
411202083,"Parakeet auklet, fall",Aethia psittacula 
411202084,"Parakeet auklet, winter",Aethia psittacula 
411202089,"Parakeet auklet, unknown season",Aethia psittacula 
411202100,     Whiskered auklet,Aethia pygmaea 
411202101,"Whiskered auklet, spring",Aethia pygmaea 
411202102,"Whiskered auklet, summer",Aethia pygmaea 
411202103,"Whiskered auklet, fall",Aethia pygmaea 
411202104,"Whiskered auklet, winter",Aethia pygmaea 
411202109,"Whiskered auklet, unknown season",Aethia pygmaea 
411202990,     Unspecified auklets,  
411202991,"Unspecified auklets, spring",  
411202992,"Unspecified auklets, summer",  
411202993,"Unspecified auklets, fall",  
411202994,"Unspecified auklets, winter",  
